,category,text,clean_text,clean_text_lem,clean_text_stem
776,Baby Care,My NewBorn Solid Single Wrapper Assorted Muti Colors Buy My NewBorn Solid Single Wrapper Assorted Muti Colors at Rs. 550 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,newborn solid single wrapper assorted muti colors newborn solid single wrapper assorted muti colors,newborn solid single wrapper assorted muti color newborn solid single wrapper assorted muti color,newborn solid singl wrapper assort muti color newborn solid singl wrapper assort muti color
777,Watches,"RRTC RRTC1105SM00 Basic Analog Watch  - For Women RRTC RRTC1105SM00 Basic Analog Watch  - For Women - Buy RRTC RRTC1105SM00 Basic Analog Watch  - For Women  RRTC1105SM00 Online at Rs.735 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",rrtc basic analog watch women rrtc basic analog watch women rrtc basic analog watch women online india great discounts day replacement guarantee,rrtc basic analog watch woman rrtc basic analog watch woman rrtc basic analog watch woman online india great discount day replacement guarantee,rrtc basic analog watch women rrtc basic analog watch women rrtc basic analog watch women onlin india great discount day replac guarante
778,Beauty and Personal Care,Mxofere Combo Orange Papaya Jasmine Lemongrass Almond Honey Soap Kit Buy Mxofere Combo Orange Papaya Jasmine Lemongrass Almond Honey Soap Kit for Rs.285 online. Mxofere Combo Orange Papaya Jasmine Lemongrass Almond Honey Soap Kit at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,mxofere combo orange papaya jasmine lemongrass almond honey soap kit mxofere combo orange papaya jasmine lemongrass almond honey soap kit online mxofere combo orange papaya jasmine lemongrass almond honey soap kit best prices day replacement guarantee,mxofere combo orange papaya jasmine lemongrass almond honey soap kit mxofere combo orange papaya jasmine lemongrass almond honey soap kit online mxofere combo orange papaya jasmine lemongrass almond honey soap kit best price day replacement guarantee,mxofer combo orang papaya jasmin lemongrass almond honey soap kit mxofer combo orang papaya jasmin lemongrass almond honey soap kit onlin mxofer combo orang papaya jasmin lemongrass almond honey soap kit best price day replac guarante
779,Beauty and Personal Care,Mxofere Combo Rose Jasmine Almond Honey Aloevera Mixfruit Soap Kit Buy Mxofere Combo Rose Jasmine Almond Honey Aloevera Mixfruit Soap Kit for Rs.295 online. Mxofere Combo Rose Jasmine Almond Honey Aloevera Mixfruit Soap Kit at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,mxofere combo rose jasmine almond honey aloevera mixfruit soap kit mxofere combo rose jasmine almond honey aloevera mixfruit soap kit online mxofere combo rose jasmine almond honey aloevera mixfruit soap kit best prices day replacement guarantee,mxofere combo rose jasmine almond honey aloevera mixfruit soap kit mxofere combo rose jasmine almond honey aloevera mixfruit soap kit online mxofere combo rose jasmine almond honey aloevera mixfruit soap kit best price day replacement guarantee,mxofer combo rose jasmin almond honey aloevera mixfruit soap kit mxofer combo rose jasmin almond honey aloevera mixfruit soap kit onlin mxofer combo rose jasmin almond honey aloevera mixfruit soap kit best price day replac guarante
780,Watches,"Perucci PCC-501C Decker Analog Watch  - For Men Perucci PCC-501C Decker Analog Watch  - For Men - Buy Perucci PCC-501C Decker Analog Watch  - For Men  PCC-501C Online at Rs.2100 in India Only at Flipkart.com. Corporate Watch, Special Wrist Watch, Official Watch, Watch For Men - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india corporate watch special wrist watch watch watch men great discounts day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india corporate watch special wrist watch watch watch men great discount day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men onlin india corpor watch special wrist watch watch watch men great discount day replac guarante
781,Watches,"Perucci PC-222 Decker Analog Watch  - For Men Perucci PC-222 Decker Analog Watch  - For Men - Buy Perucci PC-222 Decker Analog Watch  - For Men  PC-222 Online at Rs.290 in India Only at Flipkart.com. Beautifull Watches, Comfortable Watches, Fancy Watche, Stylish Watches - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watches comfortable watches fancy watche stylish watches great discounts day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watch comfortable watch fancy watche stylish watch great discount day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men onlin india beautiful watch comfort watch fanci watch stylish watch great discount day replac guarante
782,Watches,"Perucci Pc-122 & Pc-126 Decker Analog Watch  - For Men Perucci Pc-122 & Pc-126 Decker Analog Watch  - For Men - Buy Perucci Pc-122 & Pc-126 Decker Analog Watch  - For Men  Pc-122 & Pc-126 Online at Rs.440 in India Only at Flipkart.com. Beautifull Watches, Comfortable Watches, Fancy Watche, Stylish Watches, Watch For Men, Dynos Watches - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watches comfortable watches fancy watche stylish watches watch men watches great discounts day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watch comfortable watch fancy watche stylish watch watch men watch great discount day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men onlin india beautiful watch comfort watch fanci watch stylish watch watch men watch great discount day replac guarante
783,Baby Care,Funcart Party Time  - Food Grade Plastic Flipkart.com is offering Small Funcart Party Time  - Food Grade Plastic for only for Rs 154 | Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,funcart party time food grade plastic offering small funcart party time food grade plastic,funcart party time food grade plastic offering small funcart party time food grade plastic,funcart parti time food grade plastic offer small funcart parti time food grade plastic
784,Baby Care,"EZ Life Funky 3-Pc Kids Cutlery Set-Pleasing Panda  - Stainless Steel, Food Grade Plastic Flipkart.com is offering EZ Life Funky 3-Pc Kids Cutlery Set-Pleasing Panda  - Stainless Steel, Food Grade Plastic for only for Rs 399 | Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!",life funky kids cutlery panda stainless steel food grade plastic offering life funky kids cutlery panda stainless steel food grade plastic,life funky kid cutlery panda stainless steel food grade plastic offering life funky kid cutlery panda stainless steel food grade plastic,life funki kid cutleri panda stainless steel food grade plastic offer life funki kid cutleri panda stainless steel food grade plastic
785,Baby Care,Funcart Frolic Birthday  - Food Grade Plastic Flipkart.com is offering Small Funcart Frolic Birthday  - Food Grade Plastic for only for Rs 154 | Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,funcart frolic birthday food grade plastic offering small funcart frolic birthday food grade plastic,funcart frolic birthday food grade plastic offering small funcart frolic birthday food grade plastic,funcart frolic birthday food grade plastic offer small funcart frolic birthday food grade plastic
786,Watches,"Perucci PC-122 Decker Analog Watch  - For Men Perucci PC-122 Decker Analog Watch  - For Men - Buy Perucci PC-122 Decker Analog Watch  - For Men  PC-122 Online at Rs.290 in India Only at Flipkart.com. Beautifull Watches, Comfortable Watches, Fancy Watche, Stylish Watches - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watches comfortable watches fancy watche stylish watches great discounts day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watch comfortable watch fancy watche stylish watch great discount day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men onlin india beautiful watch comfort watch fanci watch stylish watch great discount day replac guarante
787,Watches,"Perucci PC-218 Decker Analog Watch  - For Men Perucci PC-218 Decker Analog Watch  - For Men - Buy Perucci PC-218 Decker Analog Watch  - For Men  PC-218 Online at Rs.1290 in India Only at Flipkart.com. Beautifull Watches, Comfortable Watches, Fancy Watche, Stylish Watches - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watches comfortable watches fancy watche stylish watches great discounts day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men online india beautifull watch comfortable watch fancy watche stylish watch great discount day replacement guarantee,perucci decker analog watch men perucci decker analog watch men perucci decker analog watch men onlin india beautiful watch comfort watch fanci watch stylish watch great discount day replac guarante
